,创建时间,地址,岗位,学历,工作经验,薪资水平
781,2021-12-23 09:17:26,成都-锦江区,高级python开发工程师 双休 15K+,大专,8-9年经验,1.5-2万/月
782,2021-12-23 09:16:07,苏州-高新区,Python开发工程师,大专,3-4年经验,1.5-2万/月
783,2021-12-23 09:11:58,北京-海淀区,高级后端开发工程师（python）,本科,2年经验,1.4-2.8万/月
784,2021-12-23 08:36:56,三门峡,Python开发工工程师,大专,1年经验,4.5-6千/月
785,2021-12-23 07:58:00,广州,Python高级开发工程师,本科,5-7年经验,1.5-2万/月
786,2021-12-22 21:17:25,秦皇岛,Python开发工程师,本科,2年经验,4.5-9千/月
787,2021-12-22 19:07:11,烟台,python程序员,大专,1年经验,0.5-1万/月
788,2021-12-22 18:03:25,深圳-南山区,Python开发工程师,大专,2年经验,1-1.5万/月
789,2021-12-22 17:55:48,武汉-武昌区,Python开发工程师,大专,1年经验,0.7-1.4万/月
790,2021-12-22 17:28:26,苏州-吴中区,Python工程师,本科,1年经验,0.6-1万/月
791,2021-12-22 17:08:20,无锡-滨湖区,Python开发工程师,本科,3-4年经验,16-32万/年
792,2021-12-22 15:55:05,武汉,Python开发工程师,本科,1年经验,15-20万/年
793,2021-12-22 15:33:54,苏州-工业园区,Python高级开发工程师,本科,3-4年经验,1.5-2万/月
794,2021-12-22 14:42:35,苏州-工业园区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
795,2021-12-22 13:53:47,上海-黄浦区,Python维护开发工程师,大专,2年经验,0.8-1.5万/月
796,2021-12-22 13:51:55,上海-徐汇区,Python开发工程师,本科,3-4年经验,1.3-2万/月
797,2021-12-22 13:49:53,上海-长宁区,python,本科,3-4年经验,1.5-2.5万/月
798,2021-12-22 13:17:44,北京-昌平区,Python开发工程师,本科,3-4年经验,1-2万/月
799,2021-12-22 13:10:04,杭州-余杭区,Python开发工程师,硕士,2年经验,1-1.5万/月
800,2021-12-22 11:47:30,上海-松江区,python工程师,本科,3-4年经验,0.8-2万/月
801,2021-12-22 11:39:28,深圳-南山区,Python开发工程师,本科,3-4年经验,1.1-1.5万/月
802,2021-12-22 11:03:25,上海-浦东新区,Python高级工程师,本科,3-4年经验,1.5-2.5万/月
803,2021-12-22 10:17:51,深圳-龙岗区,Python开发工程师,大专,2年经验,0.8-1.5万/月
804,2021-12-22 10:59:44,珠海-珠海高新区,Python高级开发工程师,大专,3-4年经验,0.8-1.5万/月
805,2021-12-22 10:56:19,成都-高新区,Python/.NET/RPA开发工程师,本科,1年经验,0.8-1.2万/月
806,2021-12-22 10:50:57,天津,Python后端开发工程师 武汉,本科,5-7年经验,1.5-2.5万/月
807,2021-12-22 10:38:02,保定,python 爬虫工程师,大专,2年经验,0.5-1万/月
808,2021-12-22 10:36:27,广州-越秀区,Python开发工程师,大专,2年经验,1-1.5万/月
809,2021-12-22 10:27:21,深圳-福田区,Python开发,本科,1年经验,1-2万/月
810,2021-12-22 10:00:01,北京-西城区,智慧金融-软件开发工程师（python）-JR211207,本科,5-7年经验,2.5-5万/月
811,2021-12-22 09:01:56,深圳-福田区,Python开发工程师,本科,3-4年经验,1.5-2.5万/月
812,2021-12-22 09:52:22,武汉-洪山区,python,本科,1年经验,0.8-1万/月
813,2021-12-22 09:43:29,上海-松江区,Python开发工程师,本科,1年经验,0.8-1.6万/月
814,2021-12-22 09:24:16,信阳,Python开发工程师,本科,1年经验,6-8千/月
815,2021-12-22 09:17:23,上海-虹口区,Python开发工程师（上海）,本科,3-4年经验,1.2-2万/月
816,2021-12-22 09:16:42,南京,Python开发工程师,大专,2年经验,0.8-1.2万/月
817,2021-12-22 09:06:15,浙江省,Python开发工程师,大专,3-4年经验,1-2万/月
818,2021-12-22 03:00:01,上海-闵行区,python开发工程师,大专,1年经验,6-8千/月
819,2021-12-21 22:41:38,深圳-南山区,python后端开发工程师,本科,3-4年经验,1.5-2万/月
820,2021-12-21 17:00:01,天津-滨海新区,python开发  初级,本科,2年经验,7-9千/月
821,2021-12-21 16:36:05,上海,Python Maintain Engineer,本科,5-7年经验,2.5-3万/月
822,2021-12-21 16:32:08,南京-栖霞区,Python/Odoo高级开发工程师,大专,3-4年经验,1.5-2万/月
823,2021-12-21 16:17:30,珠海-香洲区,Python后端开发,本科,2年经验,0.6-1万/月
824,2021-12-21 15:22:03,深圳-福田区,Python开发工程师 （初级）,本科,2年经验,1-1.5万/月
825,2021-12-21 15:40:47,上海-浦东新区,python 开发工程师,本科,2年经验,1.2-1.6万/月
826,2021-12-21 15:38:09,上海-浦东新区,Python高级开发工程师,本科,5-7年经验,2-3万/月
827,2021-12-21 15:28:01,杭州,Python开发工程师,大专,1年经验,0.6-1.2万/月
828,2021-12-21 15:18:14,广州-海珠区,Python开发工程师,大专,3-4年经验,1-1.5万/月
829,2021-12-21 15:12:33,上海-徐汇区,Python/PHP后端程序员,大专,3-4年经验,1-1.5万/月
830,2021-12-21 15:08:22,广州-越秀区,Python开发工程师,大专,2年经验,1.1-1.5万/月
831,2021-12-21 15:00:26,北京,Python开发工程师,本科,2年经验,1-1.5万/月
832,2021-12-21 14:43:34,成都-武侯区,python后端开发工程师,本科,1年经验,0.7-1.4万/月
833,2021-12-21 14:14:35,武汉-江夏区,Python开发工程师,本科,1年经验,1-1.5万/月
834,2021-12-21 14:00:01,珠海-斗门区,Python开发工程师,本科,2年经验,0.8-1万/月
835,2021-12-21 13:22:17,上海-浦东新区,Python开发工程师,大专,3-4年经验,1.3-1.8万/月
836,2021-12-21 11:25:56,大连-高新园区,Python人工智能课程研发,本科,2年经验,0.8-1.5万/月
837,2021-12-21 11:55:33,南京,Python初级开发工程师,本科,1年经验,0.8-1.2万/月
838,2021-12-21 11:15:18,南京-建邺区,Python开发工程师,本科,1年经验,0.8-1万/月
839,2021-12-21 11:10:22,深圳-南山区,python高级开发工程师,本科,3-4年经验,2.5-3万/月
840,2021-12-21 10:28:49,成都-武侯区,Python开发工程师,大专,1年经验,0.8-1万/月
841,2021-12-21 10:00:38,深圳-福田区,Python开发工程师（中/高级）,大专,5-7年经验,1.4-1.8万/月
842,2021-12-21 10:57:40,深圳-宝安区,web开发/python开发,本科,无需经验,1-1.5万/月
843,2021-12-21 10:54:50,上海-普陀区,中级Python开发工程师,大专,2年经验,1-1.5万/月
844,2021-12-21 10:50:07,南京-江宁区,Python开发工程师,本科,1年经验,0.8-1.6万/月
845,2021-12-21 10:41:47,深圳-南山区,Python数据开发工程师,本科,2年经验,1.5-2.2万/月
846,2021-12-21 10:23:55,上海-徐汇区,Python开发工程师,本科,2年经验,0.8-1万/月
847,2021-12-21 10:06:06,上海,高级Python开发工程师(J10261),大专,5-7年经验,2-3万/月
848,2021-12-21 10:00:14,上海-徐汇区,Python架构师01 (MJ000029),本科,2年经验,2-3.5万/月
849,2021-12-21 09:35:30,北京-海淀区,Python开发工程师(J12915),本科,2年经验,1.2-1.8万/月
850,2021-12-21 09:58:33,上海-浦东新区,Python开发工程师,本科,2年经验,1-1.5万/月
851,2021-12-21 09:55:12,苏州-工业园区,Python开发工程师,本科,1年经验,0.8-1.3万/月
852,2021-12-21 09:54:21,苏州-工业园区,Python高级工程师,本科,2年经验,1.8-3万/月
853,2021-12-21 09:52:03,武汉-洪山区,Python开发工程师,大专,3-4年经验,0.8-1.3万/月
854,2021-12-21 09:38:35,深圳-南山区,Python开发工程师（RPA方向）,本科,5-7年经验,35-55万/年
855,2021-12-21 09:34:30,北京,Python开发工程师,大专,3-4年经验,21-30万/年
856,2021-12-21 09:32:03,无锡-无锡新区,Python开发工程师,本科,2年经验,0.8-1.2万/月
857,2021-12-21 08:46:39,深圳-宝安区,Python开发工程师,本科,5-7年经验,1.5-3万/月
858,2021-12-21 04:00:00,上海-闵行区,Python开发工程师,大专,1年经验,0.7-1.2万/月
859,2021-12-20 22:35:03,青岛-即墨区,C++/Python/Java软件工程师,本科,2年经验,1-1.5万/月
860,2021-12-20 20:37:12,北京-朝阳区,Python开发工程师,硕士,3-4年经验,4-5万/月
861,2021-12-20 17:26:39,昆明-西山区,开发工程师（PHP/PYTHON/GO方向）,本科,1年经验,0.8-1.5万/月
862,2021-12-20 17:17:35,广州-海珠区,Python开发工程师,大专,3-4年经验,1.2-1.5万/月
863,2021-12-20 16:23:28,杭州-余杭区,Python开发工程师,本科,2年经验,1-1.5万/月
864,2021-12-20 16:00:01,上海-长宁区,Python工程师,本科,5-7年经验,1.5-2.5万/月
865,2021-12-20 15:00:01,西安-未央区,Python开发工程师,本科,3-4年经验,1-1.5万/月
866,2021-12-20 15:31:29,深圳-宝安区,爬虫Python高级开发工程师,大专,3-4年经验,1.5-2.5万/月
867,2021-12-20 14:26:23,上海-浦东新区,Python开发工程师,本科,2年经验,1-1.5万/月
868,2021-12-20 14:46:08,上海-虹口区,python 开发工程师,本科,1年经验,1-1.6万/月
869,2021-12-20 14:23:20,重庆-渝北区,高级Python后端开发工程师,本科,2年经验,1-1.5万/月
870,2021-12-20 14:12:25,深圳-龙华区,集团事业部-Python开发工程师,本科,3-4年经验,1.8-2.5万/月
871,2021-12-20 14:00:01,上海-浦东新区,Python 后端开发,大专,3-4年经验,0.8-1万/月
872,2021-12-20 13:27:27,杭州-滨江区,Python开发工程师,本科,2年经验,0.8-1.6万/月
873,2021-12-20 13:08:35,济南,Python开发工程师/软件工程师,本科,2年经验,0.8-1万/月
874,2021-12-20 13:07:01,杭州-滨江区,Python WEB开发工程师（杭州）(J10360),大专,2年经验,1-1.5万/月
875,2021-12-20 11:05:59,天津-西青区,Python高级开发工程师,本科,5-7年经验,1-2万/月
876,2021-12-20 10:21:18,深圳-南山区,初级python后端开发工程师,大专,1年经验,1-1.5万/月
877,2021-12-20 10:29:46,合肥-高新区,高级Python工程师 /  爬虫,本科,1年经验,2-2.5万/月
878,2021-12-20 10:29:11,无锡-滨湖区,Python开发工程师,本科,1年经验,0.8-1.5万/月
879,2021-12-20 10:13:37,苏州-工业园区,Python开发工程师,招3人,本科,1-1.5万/月
880,2021-12-20 10:08:19,上海,Python开发工程师（机构业务）,本科,3-4年经验,1.2-2.5万/月
881,2021-12-20 10:00:01,上海-浦东新区,Python开发工程师,大专,3-4年经验,1.5-2万/月
882,2021-12-20 09:54:23,广州-天河区,Python开发工程师（RPA）,本科,2年经验,0.8-1.2万/月
883,2021-12-20 09:00:01,杭州-萧山区,Python开发工程师,大专,无需经验,0.6-1万/月
884,2021-12-20 09:55:29,珠海-香洲区,Python开发工程师,大专,1年经验,1.1-1.6万/月
885,2021-12-20 09:41:22,上海-闵行区,python开发,大专,3-4年经验,1.5-2.5万/月
886,2021-12-20 09:36:19,武汉-东湖新技术产业开发区,Python开发工程师,本科,2年经验,
887,2021-12-20 09:34:47,武汉-洪山区,软件开发工程师（python）,大专,2年经验,0.6-1万/月
888,2021-12-20 09:28:14,深圳-福田区,python后端开发工程师,本科,2年经验,0.9-1.8万/月
889,2021-12-20 09:10:03,江门,Python软件开发工程师,大专,2年经验,8-9千/月
890,2021-12-20 09:06:14,深圳,Python开发工程师,大专,3-4年经验,1.2-1.6万/月
891,2021-12-19 16:00:01,广州-海珠区,Python WEB 工程师,大专,1年经验,0.5-1万/月
892,2021-12-19 14:42:01,武汉-江夏区,Python后端工程师,本科,2年经验,1.5-2.8万/月
893,2021-12-19 10:00:01,上海-普陀区,Python工程师,大专,2年经验,1-1.5万/月
894,2021-12-19 09:00:01,上海-浦东新区,Python开发工程师,本科,3-4年经验,1.2-1.8万/月
895,2021-12-18 18:00:01,深圳-南山区,Python开发工程师,本科,2年经验,0.9-1.5万/月
896,2021-12-18 15:00:01,武汉,Python开发工程师,大专,3-4年经验,0.7-1万/月
897,2021-12-18 13:00:01,上海-浦东新区,Python开发工程师,本科,无需经验,1.5-3万/月
898,2021-12-18 11:00:01,广州-黄埔区,Python开发工程师,大专,2年经验,0.8-1万/月
899,2021-12-18 10:00:01,长沙-长沙县,Python开发工程师,本科,1年经验,1.2-1.8万/月
900,2021-12-18 09:00:01,成都,Python开发工程师,本科,3-4年经验,0.8-1.3万/月
901,2021-12-18 09:47:26,上海-闵行区,python高级软件开发工程师,本科,5-7年经验,1.5-3.5万/月
902,2021-12-18 09:41:07,北京-海淀区,高级python工程师,大专,2年经验,0.8-1.5万/月
903,2021-12-18 09:00:01,上海-浦东新区,Python开发工程师,本科,2年经验,1.5-2万/月
904,2021-12-17 21:00:01,杭州-余杭区,资深python后端开发工程师,本科,3-4年经验,1.3-1.9万/月
905,2021-12-17 19:43:25,深圳-南山区,Python开发工程师,大专,3-4年经验,1.3-1.8万/月
906,2021-12-17 17:20:54,北京-海淀区,Python高级开发工程师,大专,3-4年经验,2-2.5万/月
907,2021-12-17 17:00:01,上海-杨浦区,云服务后端工程师(Java/Python),本科,5-7年经验,1.8-2.5万/月
908,2021-12-17 17:00:01,上海-宝山区,Python开发工程师,本科,2年经验,1-1.5万/月
909,2021-12-17 15:41:51,北京-海淀区,Python开发工程师,本科,3-4年经验,1-1.5万/月
910,2021-12-17 15:24:07,上海-嘉定区,Python开发工程师,本科,1年经验,2-2.5万/月
911,2021-12-17 14:55:25,深圳-龙华区,Python研发工程师（跨境电商）,大专,3-4年经验,1.5-2万/月
912,2021-12-17 14:34:06,上海-浦东新区,Python开发工程师-DT,本科,3-4年经验,1.5-3万/月
913,2021-12-17 14:10:31,深圳-南山区,Python爬虫工程师,本科,3-4年经验,1.5-2万/月
914,2021-12-17 13:57:49,杭州,Python开发工程师,本科,2年经验,1.1-2.2万/月
915,2021-12-17 13:50:24,南京-雨花台区,开发工程师（Python/go）,本科,1年经验,1-1.5万/月
916,2021-12-17 13:32:18,苏州,IT开发高级工程师 （Python、Golang 方向）,本科,5-7年经验,1.5-2万/月
917,2021-12-17 13:03:57,上海-浦东新区,Python高级开发工程师,大专,无需经验,1.5-3万/月
918,2021-12-17 12:34:30,北京-石景山区,Python软件开发工程师,本科,3-4年经验,1-1.5万/月
919,2021-12-17 11:44:23,长沙-芙蓉区,Python开发工程师,本科,1年经验,0.9-1.2万/月
920,2021-12-17 11:14:21,上海-长宁区,Python研发工程师0431,本科,3-4年经验,2-2.5万/月
921,2021-12-17 11:00:01,温州-瓯海区,Python开发工程师,大专,2年经验,0.8-1万/月
922,2021-12-17 10:42:21,西安-雁塔区,Python开发工程师,本科,3-4年经验,1-1.7万/月
923,2021-12-17 10:41:35,上海,Python高级开发工程师,本科,3-4年经验,1-1.5万/月
924,2021-12-17 10:14:03,西安-长安区,Python开发工程师,本科,3-4年经验,1-1.5万/月
925,2021-12-17 10:04:34,南京-秦淮区,Python高级开发工程师,本科,3-4年经验,2-2.5万/月
926,2021-12-17 10:04:30,武汉,Python开发工程师,本科,1年经验,0.6-1万/月
927,2021-12-17 09:31:14,佛山-顺德区,Python/PHP开发工程师,大专,3-4年经验,0.8-1万/月
928,2021-12-17 08:53:59,杭州-西湖区,python后端开发（中级）,本科,3-4年经验,1.1-1.8万/月
929,2021-12-17 08:47:40,上海-浦东新区,Python开发工程师,大专,2年经验,1.5-1.8万/月
930,2021-12-17 04:00:44,深圳-福田区,软件开发工程师（JAVA/Python/Golang方向）,本科,3-4年经验,2-2.5万/月
931,2021-12-17 00:17:27,长沙-岳麓区,Python开发工程师,本科,2年经验,0.6-1万/月
932,2021-12-16 17:36:43,襄阳,Python开发工程师,大专,1年经验,6-8千/月
933,2021-12-16 17:25:19,上海-青浦区,Python开发工程师（外包网易）,本科,2年经验,1.3-2万/月
934,2021-12-16 17:20:01,大连-高新园区,Python高级开发工程师（本社）,大专,5-7年经验,1-1.5万/月
935,2021-12-16 15:03:42,上海-黄浦区,Python开发工程师,本科,3-4年经验,1.5-2万/月
936,2021-12-16 14:49:04,深圳-南山区,python后端开发工程师,本科,3-4年经验,1.5-3万/月
937,2021-12-16 14:46:53,上海-杨浦区,中级python算法工程师,本科,2年经验,1.5-2.5万/月
938,2021-12-16 14:35:41,深圳-龙岗区,Python开发工程师,本科,1年经验,1-1.6万/月
939,2021-12-16 14:31:34,重庆,Python开发工程师,本科,1年经验,0.7-1.2万/月
940,2021-12-16 13:00:01,深圳-南山区,Python开发工程师,本科,无需经验,1.5-2.5万/月
941,2021-12-16 13:00:13,上海-嘉定区,Python开发工程师,本科,1年经验,1-2万/月
942,2021-12-16 12:02:47,上海-闵行区,Python工程师,本科,3-4年经验,1.5-3万/月
943,2021-12-16 10:21:15,北京-海淀区,python后端研发工程师,本科,3-4年经验,1.8-2.5万/月
944,2021-12-16 10:51:57,广州-荔湾区,技术研究（Python方向）,本科,1年经验,0.8-1万/月
945,2021-12-16 09:21:08,苏州-相城区,Python开发工程师,本科,1年经验,1-1.5万/月
946,2021-12-16 09:07:36,宁波-高新区,Python开发工程师,大专,3-4年经验,1-1.5万/月
947,2021-12-16 09:05:31,深圳-南山区,Python开发工程师,本科,3-4年经验,1.3-2万/月
948,2021-12-16 08:57:37,长沙,软件工程师/python工程师,大专,2年经验,0.7-1.2万/月
949,2021-12-15 17:23:18,上海-松江区,高级Python工程师,本科,5-7年经验,2-2.5万/月
950,2021-12-15 15:34:55,杭州-上城区,开发工程师(python),本科,2年经验,1.6-2万/月
951,2021-12-15 15:17:48,上海-浦东新区,Python开发工程师,本科,3-4年经验,1.5-2万/月
952,2021-12-15 13:51:28,苏州-工业园区,Python开发工程师,大专,2年经验,1-2万/月
953,2021-12-15 10:51:34,上海-浦东新区,Python开发工程师,大专,2年经验,1.5-2万/月
954,2021-12-15 10:12:55,上海-闵行区,软件工程师(Linux/Python),大专,2年经验,1.1-2万/月
955,2021-12-15 10:02:28,上海-长宁区,Python工程师,本科,3-4年经验,1-1.5万/月
956,2021-12-15 09:26:36,上海-闵行区,Python开发工程师,本科,无需经验,20-30万/年
957,2021-12-15 09:02:59,南京,Python&C++开发工程师（NJ-IT-D001）,本科,2年经验,1-2万/月
958,2021-12-15 09:00:09,上海-浦东新区,Python开发工程师,本科,5-7年经验,1.5-2.2万/月
