机构编号,医疗机构名称,医疗机构等级,医疗机构类型,医疗机构地址
H11010602639,北京市对外服务办公室机关门诊部,一级,综合门诊部,北京市丰台区蒲黄榆路40号4号楼
H11010602942,北京京西肿瘤医院,二级,肿瘤医院,北京市丰台区万丰路69号
H11010602944,中国人民解放军总医院第五医学中心,三级,传染病医院,北京市丰台区西四环中路100号
H11010602945,北京京中中西医结合医院,一级,综合医院,北京市丰台区正阳大街67号13号楼
H11010602952,北京市丰台区益民门诊部,未定级,综合门诊部,丰台区建国街一里三六零三工厂宿舍
H11010602953,丰台区长辛店街道201所社区卫生服务站,未定级,社区卫生服务站,丰台区长辛店杜家坎九号院
H11010602957,北京市丰台区洋桥门诊部,未定级,综合门诊部,北京市丰台区马家堡东路55号
H11010602964,丰台区丰台街道北大地社区卫生服务站,未定级,社区卫生服务站,北京市丰台区北大地二里12号楼南侧平房
H11010602612,丰台区方庄街道芳古园社区卫生服务站,未定级,社区卫生服务站,丰台区方庄芳古园一区32号楼
H11010602613,北京市木樨园体育运动技术学校门诊部,未定级,综合门诊部,北京市光彩北路4号院
H11010602614,中国戏曲学院医务室,未定级,医务室,北京市丰台区万泉寺400号
H11010602623,丰台区太平桥街道太平桥社区卫生服务站,未定级,社区卫生服务站,丰台区太平桥小区36号楼平房
H11010602624,丰台区方庄街道芳城园社区卫生服务站,未定级,社区卫生服务站,北京市丰台区方庄芳城园一区二号
H11010602625,航天空气动力技术研究院医务室,未定级,医务室,北京市丰台区云岗西路17号院
H11010602627,丰台区太平桥街道天伦小区社区卫生服务站,未定级,社区卫生服务站,丰台区天伦北里小区8号楼
H11010602628,丰台区太平桥街道万泉寺社区卫生服务站,未定级,社区卫生服务站,北京市丰台区万泉寺南里14号楼对面
H11010602630,北京市丰台区卢沟桥社区卫生服务中心,一级,社区卫生服务中心,"北京市丰台区丰台镇兴隆中街6号,北京市丰台区大成南里2区3号楼，卢沟桥街道兴景路299号院假日风景D区6号楼底商103室"
H11010602631,北京市丰台区和义社区卫生服务中心,未定级,社区卫生服务中心,北京市丰台区和义东里二区6号
H11010700671,北京市石景山区八宝山街道永乐第二社区卫生服务站,未定级,社区卫生服务站,北京市石景山区八宝山街道永乐小区23号楼4单元1、2、3、4号
H11010700673,北京市石景山区八宝山街道远洋沁山水社区卫生服务站,未定级,社区卫生服务站,玉泉西里一区一号楼一层
H11010700674,北京市石景山区八宝山街道远洋山水社区卫生服务站,未定级,社区卫生服务站,北京市石景山区玉泉西里二区29号楼
H11010700677,北京市石景山区八宝山社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区鲁谷东街38号
H11010700678,石景山区苹果园街道西黄村社区卫生服务站,未定级,社区卫生服务站,北京市石景山区田村路559号
H11010700679,北京市石景山区八角街道南路社区卫生服务站,未定级,社区卫生服务站,北京市石景山区八角南路12栋北侧平房
H11010700680,北京市石景山区八角街道融景城社区卫生服务站,未定级,社区卫生服务站,北京市石景山区八角街道景阳东街67号C1楼3层
H11010700681,北京市石景山区八角街道中里社区卫生服务站,未定级,社区卫生服务站,北京市石景山区八角中里居委会
H11010700682,北京市石景山区八角社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区体育场南街5号院6号
H11010700683,北京市石景山区古城街道滨和园东社区卫生服务站,未定级,社区卫生服务站,北京市石景山区燕堤中街6号院3号楼1层
H11010603067,中国人民解放军总医院京南医疗区丰北桥门诊部,未定级,综合门诊部,北京市丰台区西四环南路63号
H11010603068,中国人民解放军总医院京南医疗区杜家坎门诊部,未定级,综合门诊部,丰台区杜家坎21号院
H11010700575,北京大学首钢医院,三级,综合医院,北京市石景山区晋元庄路9号；北京市石景山区石景山路68号首钢园区西十中心N3-17二层
H11010700579,北京古城都市丽人医院,一级,综合医院,北京市石景山区古城大街37号
H11010700590,北京联科中医肾病医院,三级,其他中医专科医院,北京市石景山区模式口西102号
H11010700591,北京石景山八大处中西医结合医院,一级,中西医结合医院,北京市石景山区实兴大街11号5幢1至4层、3幢1层、5幢1至2层
H11010700593,北京石景山路安康中医医院,一级,中医（综合）医院,北京市石景山区模式口南里
H11010700599,北京石景山同心医院,未定级,综合医院,北京市石景山区鲁谷大街吴家村西口
H11010700669,北京石景山模式口中医医院,一级,中医（综合）医院,北京市石景山区模式口大街甲48号
H11010700670,北京石景山易仁中医骨伤医院,一级,骨科医院,北京市石景山区冠景新城B区3号楼
H11010700684,北京市石景山区古城街道滨和园西社区卫生服务站,未定级,社区卫生服务站,北京市石景山区燕堤西街7号院1号楼1层
H11010700685,北京市石景山区古城街道老古城社区卫生服务站,未定级,社区卫生服务站,北京市石景山区老古城北后道8号
H11010700686,北京市石景山区古城街道十万平社区卫生服务站,未定级,社区卫生服务站,北京市石景山区古城十万平社区17号楼西侧
H11010700687,北京市石景山区古城街道水泥厂社区卫生服务站,未定级,社区卫生服务站,北京市石景山区京原路68号
H11010700688,北京市石景山区广宁街道麻峪社区卫生服务站,未定级,社区卫生服务站,北京市石景山区麻峪南沟甲5号
H11010700689,北京市石景山区广宁街道社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区大唐国际发电股份有限公司北京高井热电厂原职工医院院内
H11010700690,北京市石景山区广宁街道寿山福海社区卫生服务站,未定级,社区卫生服务站,北京市石景山区双峪路23号
H11010700691,北京市石景山区急救站,未定级,急救站,北京市石景山区石景山路24号
H11010700692,北京市石景山区金顶街街道模东社区卫生服务站,未定级,社区卫生服务站,北京市石景山区模式口东里模五居民区
H11010700693,石景山区金顶街街道模西社区卫生服务站,未定级,社区卫生服务站,北京市石景山区模式口西里小区
H11010700715,清华大学玉泉医院（清华大学中西医结合医院）,三级,中西医结合医院,北京市石景山区石景山路5号
H11010700716,首都医科大学附属北京康复医院（北京工人疗养院）,三级,康复医院,北京市石景山区八大处西下庄
H11010700717,中国中医科学院眼科医院,三级,中医专科医院,北京市石景山区鲁谷路33号
H11010700718,北京市石景山区金顶街社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区金顶北路22号院1号楼
H11010700977,北京市石景山区民族养老院医务室,未定级,医务室,北京市石景山区模式口南里清真寺西侧、模式口村西102号
H11010700978,北京市石景山苹果园街道东下庄社区卫生服务站,未定级,社区卫生服务站,北京市石景山区苹果园街道西山芳苑小区4号楼一层
H11010700979,北京市石景山区社会福利院医务室,未定级,医务室,北京市石景山区杨庄路17号
H11010702078,北京市石景山区苹果园社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区苹果园大街220号
H11010702079,北京市石景山区鲁谷社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区鲁谷小区六合园
H11010702081,中国瑞达投资发展集团公司门诊部,未定级,综合门诊部,北京市石景山区鲁谷路74号院
H11010700694,北京市石景山区金世界社区卫生服务站,未定级,社区卫生服务站,北京市石景山区杨庄北区第二社区居委会
H11010700695,北京市石景山区璟都馨园社区卫生服务站,未定级,社区卫生服务站,北京市石景山区时代花园南路28号院2楼
H11010700696,北京市石景山区鲁谷街道永乐社区卫生服务站,未定级,社区卫生服务站,北京市石景山区永乐西小区23号楼底商
H11010700697,北京市石景山区苹果园街道海特花园社区卫生服务站,未定级,社区卫生服务站,北京市石景山区海特花园45号楼一单元101-102室
H11010700698,北京市石景山区苹果园街道刘娘府社区卫生服务站,未定级,社区卫生服务站,北京市石景山区刘娘府9号院8号楼101号
H11010700699,北京市石景山区苹果园街道苹果园四区社区卫生服务站,未定级,社区卫生服务站,北京市石景山区苹果园街道苹果园四区居委会平房院内西侧
H11010700705,北京市石景山区五里坨医院（北京市石景山区精神卫生保健所）,二级,精神病医院,北京市石景山区石门路322号、石门路322-1号（原五里坨农运站三元厂院内）
H11010700700,北京市石景山区苹果园街道西山枫林社区卫生服务站,未定级,社区卫生服务站,北京市石景山区香山南路166号院56号
H11010700706,北京市石景山区西山社区卫生服务站,未定级,社区卫生服务站,北京市石景山区黑石头路
H11010700702,北京市石景山区五里坨街道红卫路社区卫生服务站,未定级,社区卫生服务站,北京市石景山区隆恩寺路99号
H11010700707,北京市石景山区燕保京原家园社区卫生服务站,未定级,社区卫生服务站,北京市石景山区景阳东街58号院
H11010700708,北京市石景山区杨庄社区卫生服务站,未定级,社区卫生服务站,北京市石景山区杨庄村西口
H11010700703,北京市石景山区五里坨街道隆恩家园社区卫生服务站,未定级,社区卫生服务站,北京市石景山区秀府南路19号院1号楼1层
H11010700709,北京市石景山区依翠园社区卫生服务站,未定级,社区卫生服务站,北京市石景山区依翠园5号；北京市石景山区石景山路18号
H11010700704,北京市石景山区五里坨街道社区卫生服务中心,未定级,社区卫生服务中心,北京市石景山区石门路322号
H11010700710,北京市石景山区中医医院,二级,中医专科医院,北京市石景山区八角北路
H11010700711,北京市石景山区重兴园社区卫生服务站,未定级,社区卫生服务站,北京市石景山区八宝山南路重兴嘉园1号-层
H11010700712,北京市石景山医院,二级,综合医院,"北京市石景山区石景山路24号,石景山路40号一层106室、三层313室"
H11010700713,北京首钢特殊钢有限公司泰康医院,一级,综合医院,北京市石景山区古城小街1号
H11010700714,北京燕都中西医结合医院,一级,中西医结合医院,北京市石景山区八宝山南路重兴嘉园1号楼
H11010800126,北京市海淀区东升镇社区卫生服务中心（北京市海淀区东升卫生院）,未定级,社区卫生服务中心,北京市海淀区东升镇潘庄村西路
H11010800088,北京国都医院,一级,综合医院,北京市海淀区北三环中路59号
H11010800127,北京市海淀区甘家口街道阜南社区卫生服务站,未定级,社区卫生服务站,北京市海淀区阜成路南8楼
H11010800089,北京国佳中医医院,一级,中医（综合）医院,北京市海淀区清河嘉园东区4号楼110号
H11010800128,北京市海淀区甘家口街道航天工业社区卫生服务站,未定级,社区卫生服务站,北京市海淀区阜成路8号
H11010800090,北京华医中西医结合皮肤病医院,二级,中西医结合医院,北京市海淀区西四环北路29号
H11010800130,北京市海淀区甘家口街道合建楼社区卫生服务站,未定级,社区卫生服务站,北京市海淀区车公庄西路45号院
H11010800091,北京口腔工作者协会天秀口腔门诊部,未定级,口腔门诊部,北京市海淀区中关村东路118号金五星科技园写字楼（北楼西区）二层69.70.71.72.73.75号，北京市海淀区宝盛里芳清园3号楼1层商业01
